,date,Tmax,Normal of Tmax,Tmin,Normal of Tmin
343,10-12-22,30.5,29.6,8.9,11.9
344,11-12-22,30.5,29.6,12.3,11.9
345,12-12-22,28.6,29.3,20.8,12.1
346,13-12-22,28.2,29.3,20.1,12.1
347,14-12-22,30.8,29.3,18.3,12.1
348,15-12-22,31.4,29.3,17.3,12.1
349,16-12-22,32.3,29.3,16.5,12.1
350,17-12-22,31.7,29.2,17.1,11.0
351,18-12-22,31.2,29.2,17.2,11.0
352,19-12-22,31.3,29.2,14.2,11.0
353,20-12-22,31.3,29.2,11.4,11.0
354,21-12-22,31.6,29.2,11.5,11.0
355,22-12-22,32.6,29.3,12.9,10.7
356,23-12-22,32.3,29.3,12.5,10.7
357,24-12-22,32.4,29.3,11.6,10.7
358,25-12-22,31.2,29.3,12.2,10.7
359,26-12-22,33.0,29.3,12.1,10.7
360,27-12-22,32.4,29.3,15.0,11.1
361,28-12-22,32.9,29.3,15.3,11.1
362,29-12-22,32.9,29.3,13.6,11.1
363,30-12-22,32.5,29.3,13.4,11.1
364,31-12-22,32.0,29.3,13.2,11.1
365,01-01-23,32.1,28.9,12.5,11.3
366,02-01-23,32.1,28.9,10.9,11.3
367,03-01-23,30.8,28.9,12.5,11.3
368,04-01-23,29.7,28.9,13.8,11.3
369,05-01-23,29.6,28.9,14.8,11.3
370,06-01-23,29.2,29.1,15.4,11.0
371,07-01-23,27.4,29.1,16.3,11.0
372,08-01-23,28.6,29.1,13.4,11.0
373,09-01-23,29.1,29.1,8.6,11.0
374,10-01-23,30.1,29.1,7.4,11.0
375,11-01-23,32.1,29.8,8.1,11.2
376,12-01-23,31.5,29.8,8.3,11.2
377,13-01-23,31.1,29.8,9.2,11.2
378,14-01-23,31.1,29.8,9.9,11.2
379,15-01-23,31.4,29.8,10.7,11.2
380,16-01-23,32.0,29.9,10.8,11.3
381,17-01-23,32.4,29.9,10.2,11.3
382,18-01-23,31.6,29.9,10.5,11.3
383,19-01-23,32.1,29.9,10.7,11.3
384,20-01-23,31.9,29.9,12.0,11.3
385,21-01-23,30.5,30.2,12.9,11.2
386,22-01-23,31.1,30.2,11.5,11.2
387,23-01-23,31.2,30.2,11.7,11.2
388,24-01-23,30.8,30.2,12.3,11.2
389,25-01-23,30.4,30.2,13.5,11.2
390,26-01-23,31.8,30.4,16.1,11.3
391,27-01-23,31.4,30.4,15.4,11.3
392,28-01-23,31.1,30.4,11.3,11.3
393,29-01-23,31.6,30.4,12.2,11.3
394,30-01-23,30.7,30.4,14.9,11.3
395,31-01-23,30.6,30.4,14.4,11.3
396,01-02-23,28.5,31.0,14.8,12.0
397,02-02-23,30.1,31.0,13.9,12.0
398,03-02-23,30.4,31.0,11.5,12.0
399,04-02-23,32.3,31.0,10.3,12.0
400,05-02-23,33.1,31.4,10.9,12.0
401,06-02-23,34.1,31.4,11.5,12.0
402,07-02-23,33.1,31.4,11.5,12.0
403,08-02-23,33.5,31.4,12.4,12.0
404,09-02-23,34.2,31.4,11.7,12.0
405,10-02-23,35.0,31.6,11.4,12.4
406,11-02-23,35.7,31.6,11.5,12.4
407,12-02-23,34.1,31.6,10.7,12.4
408,13-02-23,32.3,31.6,10.6,12.4
409,14-02-23,32.3,31.6,9.3,12.4
410,15-02-23,34.1,32.3,8.4,12.9
411,16-02-23,34.3,32.3,9.4,12.9
412,17-02-23,34.7,32.3,10.8,12.9
413,18-02-23,34.5,32.3,9.9,12.9
414,19-02-23,33.7,32.3,9.4,12.9
415,20-02-23,35.2,33.3,10.5,13.4
416,21-02-23,36.7,33.3,12.2,13.4
417,22-02-23,35.7,33.3,12.0,13.4
418,23-02-23,35.1,33.3,12.5,13.4
419,24-02-23,35.2,33.3,12.0,13.4
420,25-02-23,35.1,33.9,12.5,13.6
421,26-02-23,35.3,33.9,12.1,13.6
422,27-02-23,35.4,33.9,12.4,13.6
423,28-02-23,34.7,33.9,12.8,13.6
424,01-03-23,34.6,33.9,12.5,13.6
425,02-03-23,34.1,34.2,14.3,14.7
426,03-03-23,34.1,34.2,14.4,14.7
427,04-03-23,35.2,34.2,16.3,14.7
428,05-03-23,35.2,34.2,15.9,14.7
429,06-03-23,33.3,34.2,15.8,14.7
430,07-03-23,30.1,34.6,17.4,14.7
431,08-03-23,33.2,34.6,13.2,14.7
432,09-03-23,33.3,34.6,17.5,14.7
433,10-03-23,33.8,34.6,15.8,14.7
434,11-03-23,35.2,34.6,14.7,14.7
435,12-03-23,34.7,34.9,16.7,15.7
436,13-03-23,34.7,34.9,16.3,15.7
437,14-03-23,34.9,34.9,16.8,15.7
438,15-03-23,34.3,34.9,19.4,15.7
439,16-03-23,31.5,34.9,18.6,15.7
440,17-03-23,31.4,36.4,15.2,16.4
441,18-03-23,31.4,36.4,15.8,16.4
442,19-03-23,31.8,36.4,15.0,16.4
443,20-03-23,31.2,36.4,16.4,16.4
444,21-03-23,29.8,36.4,17.1,16.4
445,22-03-23,31.1,36.7,14.9,17.0
446,23-03-23,32.2,36.7,16.3,17.0
447,24-03-23,33.5,36.7,14.7,17.0
448,25-03-23,33.8,36.7,15.3,17.0
449,26-03-23,34.6,36.7,12.5,17.0
450,27-03-23,34.8,37.2,13.6,17.8
452,29-03-23,35.7,37.2,15.6,17.8
453,30-03-23,32.9,37.2,14.7,17.8
454,31-03-23,32.8,37.2,19.9,17.8
455,01-04-23,34.3,37.3,15.5,18.2
456,02-04-23,35.1,37.3,15.8,18.2
457,03-04-23,35.2,37.3,16.4,18.2
458,04-04-23,36.6,37.3,18.2,18.2
459,05-04-23,36.8,37.3,18.2,18.2
460,06-04-23,37.2,37.4,17.5,19.1
461,07-04-23,36.0,37.4,19.9,19.1
462,08-04-23,34.9,37.4,21.1,19.1
463,09-04-23,36.9,37.4,19.7,19.1
464,10-04-23,37.1,37.4,19.3,19.1
465,11-04-23,38.6,37.8,19.9,19.7
466,12-04-23,38.8,37.8,20.2,19.7
467,13-04-23,37.9,37.8,21.2,19.7
468,14-04-23,36.9,37.8,18.3,19.7
469,15-04-23,37.6,37.8,21.1,19.7
470,16-04-23,36.1,38.0,18.2,20.4
471,17-04-23,38.2,38.0,19.2,20.4
472,18-04-23,39.2,38.0,19.7,20.4
473,19-04-23,40.0,38.0,20.4,20.4
474,20-04-23,38.4,38.0,21.1,20.4
475,21-04-23,36.7,38.2,17.6,20.7
476,22-04-23,35.1,38.2,16.7,20.7
477,23-04-23,36.1,38.2,18.2,20.7
478,24-04-23,37.4,38.2,18.9,20.7
479,25-04-23,38.3,38.2,17.6,20.7
480,26-04-23,36.7,38.7,22.2,21.5
481,27-04-23,35.6,38.7,21.2,21.5
482,28-04-23,35.2,38.7,21.4,21.5
483,29-04-23,34.8,38.7,22.0,21.5
484,30-04-23,34.4,38.7,19.0,21.5
485,01-05-23,34.4,38.5,19.2,21.6
486,02-05-23,33.4,38.5,18.9,21.6
487,03-05-23,33.9,38.5,19.7,21.6
488,04-05-23,34.3,38.5,19.4,21.6
489,05-05-23,35.5,38.5,21.3,21.6
490,06-05-23,35.3,38.0,21.8,22.6
491,07-05-23,34.8,38.0,23.0,22.6
492,08-05-23,36.8,38.0,24.2,22.6
493,09-05-23,36.5,38.0,24.2,22.6
494,10-05-23,40.1,38.0,24.8,22.6
495,11-05-23,41.0,37.5,22.7,22.3
496,12-05-23,40.8,37.5,23.9,22.3
497,13-05-23,38.0,37.5,25.1,22.3
498,14-05-23,37.5,37.5,23.2,22.3
499,15-05-23,36.5,37.5,24.1,22.3
500,16-05-23,36.2,36.9,23.1,23.4
501,17-05-23,38.5,36.9,21.3,23.4
502,18-05-23,39.5,36.9,23.4,23.4
503,19-05-23,39.7,36.9,22.6,23.4
504,20-05-23,38.5,36.9,23.1,23.4
505,21-05-23,38.8,36.6,22.8,23.7
506,22-05-23,38.1,36.6,22.3,23.7
507,23-05-23,40.1,36.6,22.8,23.7
508,24-05-23,37.6,36.6,23.7,23.7
509,25-05-23,36.2,36.6,24.0,23.7
510,26-05-23,35.9,36.3,24.4,23.8
511,27-05-23,35.6,36.3,22.7,23.8
512,28-05-23,37.2,36.3,23.3,23.8
513,29-05-23,39.1,36.3,23.3,23.8
514,30-05-23,39.1,36.3,21.9,23.8
515,31-05-23,39.6,35.7,22.5,23.6
516,01-06-23,40.1,35.7,22.3,23.6
517,02-06-23,36.5,35.7,22.7,23.6
518,03-06-23,37.1,35.7,23.8,23.6
519,04-06-23,35.1,35.7,24.4,23.6
520,05-06-23,34.7,34.3,22.4,23.4
521,06-06-23,36.1,34.3,23.3,23.4
522,07-06-23,37.4,34.3,23.8,23.4
523,08-06-23,37.6,34.3,23.6,23.4
524,09-06-23,37.4,34.3,23.8,23.4
525,10-06-23,35.8,32.4,24.9,23.3
526,11-06-23,35.9,32.4,24.7,23.3
527,12-06-23,36.4,32.4,24.9,23.3
528,13-06-23,33.6,32.4,25.8,23.3
530,15-06-23,34.2,30.9,25.4,22.9
531,16-06-23,33.8,30.9,25.3,22.9
532,17-06-23,33.6,30.9,24.7,22.9
533,18-06-23,34.1,30.9,24.8,22.9
534,19-06-23,34.7,30.9,23.9,22.9
535,20-06-23,35.1,30.4,23.7,23.0
536,21-06-23,34.9,30.4,24.4,23.0
537,22-06-23,34.9,30.4,24.2,23.0
538,23-06-23,34.5,30.4,23.9,23.0
539,24-06-23,29.5,30.4,24.8,23.0
540,25-06-23,27.6,29.7,22.6,22.8
541,26-06-23,27.6,29.7,22.3,22.8
542,27-06-23,28.2,29.7,22.2,22.8
543,28-06-23,28.1,29.7,22.7,22.8
544,29-06-23,28.0,29.7,22.4,22.8
545,30-06-23,27.1,29.2,21.9,22.7
546,01-07-23,27.3,29.2,21.8,22.7
547,02-07-23,28.6,29.2,22.7,22.7
548,03-07-23,30.3,29.2,22.7,22.7
549,04-07-23,29.7,29.2,23.3,22.7
550,05-07-23,30.8,29.0,22.9,22.6
551,06-07-23,28.8,29.0,23.1,22.6
552,07-07-23,29.1,29.0,22.8,22.6
553,08-07-23,28.7,29.0,22.7,22.6
554,09-07-23,30.3,29.0,22.4,22.6
555,10-07-23,29.4,28.6,23.1,22.5
556,11-07-23,28.9,28.6,21.9,22.5
557,12-07-23,30.1,28.6,23.0,22.5
558,13-07-23,30.4,28.6,23.3,22.5
559,14-07-23,27.1,28.6,22.3,22.5
560,15-07-23,30.2,28.3,23.2,22.4
561,16-07-23,28.2,28.3,21.9,22.4
562,17-07-23,25.9,28.3,22.0,22.4
563,18-07-23,26.2,28.3,22.3,22.4
564,19-07-23,26.1,28.3,21.2,22.4
565,20-07-23,28.6,28.0,22.3,22.3
566,21-07-23,27.8,28.0,22.4,22.3
567,22-07-23,26.7,28.0,22.2,22.3
568,23-07-23,26.5,28.0,21.7,22.3
569,24-07-23,27.8,28.0,22.5,22.3
570,25-07-23,25.8,27.6,22.3,22.1
571,26-07-23,27.1,27.6,22.1,22.1
572,27-07-23,25.6,27.6,22.3,22.1
573,28-07-23,26.1,27.6,21.3,22.1
574,29-07-23,27.3,27.6,21.8,22.1
575,30-07-23,28.3,27.5,21.9,21.9
576,31-07-23,27.7,27.5,22.3,21.9
577,01-08-23,27.9,27.5,22.1,21.9
578,02-08-23,27.8,27.5,22.4,21.9
579,03-08-23,28.3,27.5,22.5,21.9
580,04-08-23,28.4,27.3,22.3,21.9
581,05-08-23,28.1,27.3,21.8,21.9
582,06-08-23,27.6,27.3,21.9,21.9
